user_id,age,gender,primary_device,is_active,days_since_last_watch,watch_last_7d,watch_last_30d,engagement_ratio_7v30,total_sessions,total_watch_minutes,avg_completion_rate,watch_decline_ratio,rec_click_rate,avg_rec_score_seen,total_searches,avg_search_time,avg_search_click_rate,avg_rating_given,avg_sentiment_score,tenure_days,monthly_spend,subscription_plan,segment,churn_probability
user_08574,39.0,Male,Laptop,True,133,0.0,0.0,0.0,10,780.3,54.74,0.0,0.0,0.364,0,0.0,0.0,4.0,0.613,555,31.7,Premium+,3,1.0
user_01080,59.0,Female,Smart TV,True,112,0.0,0.0,0.0,8,570.6,49.375,0.0,0.0,0.5684,0,0.0,0.0,3.0,0.424,800,10.78,Premium+,0,1.0
user_08618,58.0,Male,Tablet,True,116,0.0,0.0,0.0,5,226.79999999999998,63.239999999999995,0.0,0.0,0.5507142857142856,0,0.0,0.0,3.0,0.57,885,14.51,Premium,3,1.0
user_04287,50.0,Male,Mobile,True,376,0.0,0.0,0.0,5,198.99999999999997,63.379999999999995,0.0,0.0,0.5855,0,0.0,0.0,5.0,0.983,806,9.21,Standard,2,1.0
user_06561,11.0,Female,Mobile,True,128,0.0,0.0,0.0,9,351.0,24.833333333333336,0.0,0.2,0.5968,0,0.0,0.0,0.0,0.0,647,22.63,Basic,0,1.0
user_02773,51.0,Female,Smart TV,True,97,0.0,0.0,0.0,15,1037.7,46.940000000000005,0.0,0.4285714285714286,0.5880000000000001,0,0.0,0.0,0.0,0.0,1061,17.61,Premium,1,1.0
user_08830,59.0,Female,Desktop,True,247,0.0,0.0,0.0,5,162.79999999999998,43.919999999999995,0.0,0.0,0.44566666666666666,0,0.0,0.0,4.0,0.594,297,6.88,Standard,2,1.0
user_05441,41.0,Female,Mobile,False,92,0.0,0.0,0.0,9,717.3,54.05555555555555,0.0,0.5,0.6065,0,0.0,0.0,3.0,0.581,1029,21.36,Standard,3,1.0
user_03101,14.0,Female,Gaming Console,True,200,0.0,0.0,0.0,10,658.6999999999999,57.330000000000005,0.0,0.16666666666666669,0.638,0,0.0,0.0,3.3333333333333335,0.6916666666666668,581,15.06,Standard,2,1.0
user_05165,42.0,Male,Mobile,True,108,0.0,0.0,0.0,7,315.59999999999997,57.714285714285715,0.0,0.16666666666666669,0.42624999999999996,0,0.0,0.0,4.5,0.71,427,14.59,Basic,3,1.0
user_09065,55.0,Male,Desktop,True,171,0.0,0.0,0.0,8,436.49999999999994,41.474999999999994,0.0,0.25,0.5332499999999999,0,0.0,0.0,0.0,0.0,209,46.23,Premium,2,1.0
user_04855,32.0,Male,Desktop,True,173,0.0,0.0,0.0,9,332.00000000000006,46.58888888888889,0.0,0.33333333333333337,0.336,0,0.0,0.0,2.0,0.335,1048,14.05,Basic,2,1.0
user_01870,26.0,Unknown,Laptop,True,71,0.0,0.0,0.0,7,539.0,62.07142857142857,0.0,0.28571428571428575,0.714,0,0.0,0.0,4.0,0.606,319,33.49,Basic,3,1.0
user_01521,11.0,Unknown,Mobile,True,239,0.0,0.0,0.0,4,129.0,48.125,0.0,0.5,0.6219999999999999,0,0.0,0.0,4.0,0.66225,506,9.71,Basic,2,1.0
user_06958,15.0,Female,Mobile,True,101,0.0,0.0,0.0,10,641.9000000000001,52.25,0.0,0.16666666666666669,0.536,0,0.0,0.0,4.333333333333333,0.7646666666666667,496,8.64,Standard,3,0.999
user_04958,51.0,Female,Mobile,True,93,0.0,0.0,0.0,13,638.4,49.48461538461538,0.0,0.0,0.6512,0,0.0,0.0,3.6666666666666665,0.7526666666666667,1156,14.2,Premium+,1,1.0
user_00706,45.0,Prefer not to say,Mobile,True,282,0.0,0.0,0.0,5,343.4,38.26,0.0,0.4,0.2368,0,0.0,0.0,0.0,0.0,894,9.76,Premium,2,1.0
user_08495,22.0,Female,Mobile,True,86,0.0,0.0,0.0,11,616.1,54.92727272727273,0.0,0.5,0.57975,0,0.0,0.0,4.0,0.766,500,12.77,Standard,3,1.0
user_07963,34.0,Unknown,Desktop,True,139,0.0,0.0,0.0,10,389.4,41.01,0.0,0.5,0.486,0,0.0,0.0,4.0,0.899,503,12.1,Premium,0,1.0
user_07712,23.0,Female,Desktop,True,108,0.0,0.0,0.0,7,395.8,44.75714285714286,0.0,0.2,0.7096,0,0.0,0.0,3.5,0.516,1045,5.42,Standard,0,1.0
user_02998,39.0,Unknown,Gaming Console,True,148,0.0,0.0,0.0,5,229.0,27.26,0.0,0.25,0.66425,0,0.0,0.0,0.0,0.0,720,19.52,Standard,0,1.0
user_05392,56.0,Other,Laptop,True,99,0.0,0.0,0.0,11,686.3999999999999,41.10909090909091,0.0,0.0,0.6665000000000001,0,0.0,0.0,3.6666666666666665,0.5853333333333333,735,14.75,Premium+,0,1.0
user_06928,25.0,Male,Tablet,False,123,0.0,0.0,0.0,11,525.9,54.04545454545455,0.0,0.0,0.6138333333333333,0,0.0,0.0,3.6666666666666665,0.818,298,26.54,Basic,3,1.0
user_01445,42.0,Female,Gaming Console,True,110,0.0,0.0,0.0,10,440.7,67.26,0.0,0.25,0.49625,0,0.0,0.0,4.0,0.669,728,29.45,Premium,3,1.0
user_03435,24.0,Female,Mobile,False,128,0.0,0.0,0.0,5,241.70000000000002,56.33999999999999,0.0,0.1111111111111111,0.6228888888888889,0,0.0,0.0,3.3333333333333335,0.45333333333333337,1129,3.21,Premium,3,1.0
user_04896,29.0,Female,Tablet,True,125,0.0,0.0,0.0,7,359.09999999999997,49.98571428571429,0.0,0.2,0.5808,0,0.0,0.0,5.0,0.928,831,37.05,Premium,2,1.0
user_08251,37.0,Female,Gaming Console,True,71,0.0,0.0,0.0,13,778.5999999999999,45.33846153846154,0.0,0.0909090909090909,0.4057272727272727,0,0.0,0.0,3.5,0.627,520,19.69,Standard,1,1.0
user_09962,28.0,Female,Laptop,True,164,0.0,0.0,0.0,8,547.5999999999999,59.824999999999996,0.0,0.0,0.42,0,0.0,0.0,4.0,0.669,857,0.83,Standard,2,0.999
user_08599,21.0,Female,Mobile,True,101,0.0,0.0,0.0,14,906.5999999999998,57.11428571428573,0.0,0.14285714285714288,0.34685714285714286,0,0.0,0.0,4.0,0.924,1153,40.99,Basic,1,0.998
user_01716,39.0,Male,Mobile,True,276,0.0,0.0,0.0,9,531.9,49.8,0.0,0.0,0.6375,0,0.0,0.0,3.5,0.5465,756,22.95,Standard,2,1.0
user_03909,36.0,Female,Smart TV,True,191,0.0,0.0,0.0,5,299.6,38.04,0.0,0.0,0.45799999999999996,0,0.0,0.0,3.5,0.6930000000000001,1006,15.3,Standard,2,1.0
user_07909,42.0,Female,Smart TV,True,165,0.0,0.0,0.0,9,656.4,51.5,0.0,0.22222222222222227,0.5551111111111112,0,0.0,0.0,2.5,0.35350000000000004,661,16.66,Standard,2,1.0
user_09731,48.0,Unknown,Tablet,True,104,0.0,0.0,0.0,10,805.7,51.41,0.0,0.125,0.5361250000000001,0,0.0,0.0,0.0,0.0,362,1.48,Standard,3,1.0
user_00580,52.0,Male,Gaming Console,True,265,0.0,0.0,0.0,9,914.3,49.52222222222222,0.0,0.0,0.268,0,0.0,0.0,4.0,0.6733333333333333,1230,8.71,Basic,2,1.0
user_04133,39.0,Female,Gaming Console,True,119,0.0,0.0,0.0,9,424.8,49.611111111111114,0.0,0.0,0.4582,0,0.0,0.0,3.0,0.419,566,5.28,Standard,3,1.0
user_01280,32.0,Female,Laptop,False,115,0.0,0.0,0.0,9,510.0,43.888888888888886,0.0,0.0,0.3852,0,0.0,0.0,3.0,0.5495,1190,6.43,Basic,0,1.0
user_04391,42.0,Male,Mobile,True,163,0.0,0.0,0.0,10,491.49999999999994,45.72,0.0,0.0,0.6792857142857143,0,0.0,0.0,3.0,0.426,466,35.3,Basic,2,1.0
user_09998,33.0,Male,Smart TV,True,112,0.0,0.0,0.0,5,224.5,59.5,0.0,0.0,0.489,0,0.0,0.0,4.0,0.72,819,12.1,Standard,3,1.0
user_01581,9.0,Unknown,Desktop,True,300,0.0,0.0,0.0,8,449.09999999999997,47.387499999999996,0.0,0.25,0.5422499999999999,0,0.0,0.0,0.0,0.0,1063,4.57,Basic,2,1.0
user_03240,28.0,Male,Gaming Console,False,71,0.0,0.0,0.0,13,956.4,60.16923076923077,0.0,0.0,0.2275,0,0.0,0.0,0.0,0.0,996,25.68,Standard,1,1.0
user_03584,44.0,Male,Laptop,True,97,0.0,0.0,0.0,7,517.8,41.31428571428571,0.0,0.0,0.0,0,0.0,0.0,1.0,0.4,318,2.74,Premium,0,1.0
user_01378,49.0,Female,Mobile,True,176,0.0,0.0,0.0,7,316.20000000000005,66.8,0.0,0.16666666666666669,0.46708333333333335,0,0.0,0.0,0.0,0.0,399,25.52,Premium,2,1.0
user_03359,34.0,Prefer not to say,Mobile,True,136,0.0,0.0,0.0,17,1066.3999999999999,51.041176470588226,0.0,0.16666666666666669,0.4878333333333334,0,0.0,0.0,3.0,0.409,212,22.24,Basic,1,1.0
user_00588,37.0,Prefer not to say,Laptop,True,121,0.0,0.0,0.0,12,608.2,57.81666666666668,0.0,0.0,0.44599999999999995,0,0.0,0.0,4.0,0.756,1092,3.04,Premium,3,1.0
user_08042,34.0,Female,Smart TV,True,117,0.0,0.0,0.0,8,666.8,40.1125,0.0,0.0,0.5229999999999999,0,0.0,0.0,0.0,0.0,712,15.06,Standard,0,1.0
user_08958,52.0,Male,Smart TV,True,125,0.0,0.0,0.0,9,699.6,52.56666666666666,0.0,0.3333333333333333,0.8173333333333334,0,0.0,0.0,0.0,0.0,868,52.53,Basic,3,1.0
user_02806,22.0,Male,Tablet,True,165,0.0,0.0,0.0,5,346.5,50.120000000000005,0.0,0.33333333333333337,0.6195,0,0.0,0.0,5.0,0.942,670,12.01,Standard,2,1.0
user_02198,24.0,Female,Desktop,True,312,0.0,0.0,0.0,9,1146.7,51.388888888888886,0.0,0.0,0.3975714285714286,0,0.0,0.0,3.5,0.6165,274,16.41,Standard,2,1.0
user_04889,16.0,Female,Gaming Console,True,149,0.0,0.0,0.0,14,1683.2,61.61428571428571,0.0,0.2,0.3526,0,0.0,0.0,3.5,0.6945,201,10.41,Standard,1,1.0
user_02201,32.0,Female,Gaming Console,True,158,0.0,0.0,0.0,11,577.5,62.227272727272734,0.0,0.5,0.7905,0,0.0,0.0,0.0,0.0,927,3.37,Premium,3,1.0
user_01398,25.0,Male,Mobile,False,101,0.0,0.0,0.0,5,251.3,33.800000000000004,0.0,0.6666666666666666,0.483,0,0.0,0.0,2.5,0.3935,838,26.01,Standard,0,1.0
user_03920,35.0,Female,Tablet,True,272,0.0,0.0,0.0,8,455.79999999999995,55.675,0.0,0.0,0.5786250000000001,0,0.0,0.0,2.6666666666666665,0.4176666666666667,632,39.04,Standard,2,1.0
user_04573,27.0,Female,Smart TV,False,119,0.0,0.0,0.0,8,388.8999999999999,52.62499999999999,0.0,0.0,0.4576666666666667,0,0.0,0.0,5.0,0.844,1153,7.87,Premium,3,1.0
user_09761,53.0,Female,Smart TV,True,108,0.0,0.0,0.0,8,1016.1000000000001,60.625,0.0,0.25,0.5377500000000001,0,0.0,0.0,3.75,0.603,918,4.2,Standard,3,1.0
user_06625,33.0,Male,Tablet,True,117,0.0,0.0,0.0,7,381.3,62.77142857142857,0.0,0.5,0.586,0,0.0,0.0,3.25,0.60575,769,4.21,Basic,3,1.0
user_07965,29.0,Female,Tablet,False,253,0.0,0.0,0.0,3,109.99999999999999,62.56666666666666,0.0,0.0,0.528,0,0.0,0.0,0.0,0.0,279,20.94,Standard,2,1.0
user_09411,26.0,Female,Tablet,True,97,0.0,0.0,0.0,6,427.0,57.8,0.0,0.28571428571428575,0.4828571428571429,0,0.0,0.0,4.0,0.7305,528,9.49,Premium+,3,1.0
user_08935,43.0,Prefer not to say,Desktop,True,152,0.0,0.0,0.0,10,448.7,50.24,0.0,0.25,0.3835,0,0.0,0.0,0.0,0.0,863,17.61,Basic,2,1.0
user_00494,34.0,Female,Gaming Console,True,354,0.0,0.0,0.0,7,358.09999999999997,52.628571428571426,0.0,0.0,0.6976249999999999,0,0.0,0.0,3.0,0.41100000000000003,803,19.84,Premium,2,1.0
user_00969,55.0,Female,Mobile,False,137,0.0,0.0,0.0,12,866.5999999999999,50.841666666666676,0.0,0.0,0.5906666666666667,0,0.0,0.0,3.2,0.6148,882,1.79,Standard,1,1.0
user_00647,34.0,Female,Mobile,True,191,0.0,0.0,0.0,7,374.9,62.0,0.0,0.0,0.818,0,0.0,0.0,4.0,0.7685,293,11.27,Premium,2,1.0
user_06214,35.0,Unknown,Smart TV,True,182,0.0,0.0,0.0,7,290.4,62.48571428571429,0.0,1.0,0.659,0,0.0,0.0,0.0,0.0,925,6.56,Basic,2,1.0
user_07262,45.0,Unknown,Tablet,False,67,0.0,0.0,0.0,10,548.3,41.26,0.0,0.0,0.5216,0,0.0,0.0,3.0,0.597,695,4.26,Basic,0,1.0
user_04422,37.0,Male,Desktop,True,260,0.0,0.0,0.0,2,149.2,21.15,0.0,0.0,0.3955714285714286,0,0.0,0.0,4.5,0.708,1027,6.19,Premium,2,1.0
user_05614,18.0,Male,Mobile,True,127,0.0,0.0,0.0,16,1250.0,58.518750000000004,0.0,0.4,0.46580000000000005,0,0.0,0.0,2.25,0.40075000000000005,1058,47.47,Premium,1,1.0
user_03059,21.0,Female,Tablet,True,67,0.0,0.0,0.0,8,1112.5,51.775,0.0,0.2,0.4658,0,0.0,0.0,3.5,0.6645000000000001,579,11.33,Standard,3,1.0
user_09199,42.0,Female,Gaming Console,True,110,0.0,0.0,0.0,12,734.3,44.425,0.0,0.25,0.4645,0,0.0,0.0,3.3333333333333335,0.6143333333333333,563,30.04,Premium,1,1.0
user_09981,47.0,Female,Laptop,True,67,0.0,0.0,0.0,11,939.9,48.263636363636365,0.0,0.0,0.5954444444444444,0,0.0,0.0,2.0,0.203,494,17.67,Standard,1,1.0
user_09236,38.0,Male,Mobile,True,179,0.0,0.0,0.0,11,652.3,60.627272727272725,0.0,0.5,0.7044999999999999,0,0.0,0.0,2.0,0.26,1198,23.86,Premium+,2,1.0
user_06015,25.0,Male,Smart TV,False,257,0.0,0.0,0.0,6,351.5,55.233333333333334,0.0,0.0,0.44899999999999995,0,0.0,0.0,4.0,0.7084999999999999,912,28.18,Standard,2,1.0
user_02555,34.0,Male,Smart TV,True,163,0.0,0.0,0.0,8,494.2,66.08749999999999,0.0,0.0,0.4792,0,0.0,0.0,4.0,0.823,847,14.2,Premium,3,1.0
user_03036,27.0,Female,Smart TV,True,71,0.0,0.0,0.0,3,337.9,39.166666666666664,0.0,0.0,0.5880000000000001,0,0.0,0.0,0.0,0.0,1118,40.27,Premium,0,1.0
user_09233,46.0,Female,Desktop,False,390,0.0,0.0,0.0,6,362.9,51.2,0.0,0.16666666666666666,0.5946666666666667,0,0.0,0.0,4.5,0.6925,820,27.03,Premium,2,1.0
user_02115,41.0,Female,Desktop,False,115,0.0,0.0,0.0,6,290.3,53.66666666666667,0.0,0.0,0.565,0,0.0,0.0,5.0,0.831,159,7.37,Basic,3,0.999
user_03731,34.0,Female,Laptop,True,108,0.0,0.0,0.0,13,1613.7000000000003,48.5,0.0,0.0,0.486,0,0.0,0.0,5.0,0.943,631,12.87,Standard,1,1.0
user_02054,28.0,Male,Laptop,True,128,0.0,0.0,0.0,10,750.3999999999999,51.63,0.0,0.0,0.61175,0,0.0,0.0,1.5,0.17250000000000001,1158,16.64,Standard,3,1.0
user_08277,58.0,Female,Gaming Console,True,138,0.0,0.0,0.0,14,865.5,47.542857142857144,0.0,0.33333333333333337,0.6123333333333334,0,0.0,0.0,0.0,0.0,397,5.61,Premium,1,1.0
user_07302,53.0,Male,Gaming Console,True,203,0.0,0.0,0.0,7,516.7,59.74285714285714,0.0,0.15384615384615383,0.5541538461538461,0,0.0,0.0,0.0,0.0,1197,34.24,Premium,2,0.999
user_02422,36.0,Female,Tablet,True,135,0.0,0.0,0.0,15,704.2,58.486666666666665,0.0,0.3333333333333333,0.724,0,0.0,0.0,2.3333333333333335,0.4116666666666666,391,2.18,Premium,1,1.0
user_00575,27.0,Male,Tablet,True,69,0.0,0.0,0.0,15,1010.1,46.40666666666667,0.0,0.2,0.7078,0,0.0,0.0,4.333333333333333,0.8796666666666666,282,6.58,Standard,1,1.0
user_07328,53.0,Male,Tablet,True,121,0.0,0.0,0.0,12,761.3,64.85,0.0,0.0,0.5875,0,0.0,0.0,4.0,0.789,227,5.91,Basic,3,1.0
user_00964,31.0,Female,Laptop,True,147,0.0,0.0,0.0,8,657.0000000000001,65.57499999999999,0.0,0.2,0.4697,0,0.0,0.0,2.0,0.327,1132,38.4,Standard,3,1.0
user_00958,10.0,Unknown,Mobile,False,87,0.0,0.0,0.0,12,807.4000000000001,55.75,0.0,0.41666666666666663,0.4781666666666667,0,0.0,0.0,3.3333333333333335,0.6153333333333333,704,7.46,Basic,1,1.0
user_00746,46.0,Female,Mobile,True,243,0.0,0.0,0.0,13,774.3999999999999,48.51538461538461,0.0,0.0,0.712,0,0.0,0.0,0.0,0.0,570,8.41,Basic,2,1.0
user_02432,37.0,Unknown,Tablet,True,103,0.0,0.0,0.0,9,536.8,52.08888888888889,0.0,0.5,0.7628333333333334,0,0.0,0.0,0.0,0.0,691,39.66,Premium,3,1.0
user_01988,15.0,Male,Tablet,True,65,0.0,0.0,0.0,10,743.4000000000001,43.69,0.0,0.33333333333333337,0.42566666666666664,0,0.0,0.0,5.0,0.8260000000000001,443,17.65,Premium+,0,1.0
user_08559,14.0,Male,Tablet,True,204,0.0,0.0,0.0,10,1499.5000000000002,33.17,0.0,0.0,0.5796,0,0.0,0.0,4.0,0.716,235,20.99,Premium,2,1.0
user_00696,60.0,Female,Smart TV,True,174,0.0,0.0,0.0,7,557.4,48.18571428571429,0.0,0.3333333333333333,0.6687777777777778,0,0.0,0.0,2.5,0.5115000000000001,443,9.76,Standard,2,1.0
user_08884,26.0,Unknown,Smart TV,True,170,0.0,0.0,0.0,6,516.4000000000001,64.39999999999999,0.0,0.33333333333333337,0.366,0,0.0,0.0,0.0,0.0,219,11.17,Premium,2,0.999
user_01278,5.0,Male,Laptop,True,80,0.0,0.0,0.0,12,1608.4,44.141666666666666,0.0,0.33333333333333337,0.49249999999999994,0,0.0,0.0,4.25,0.66475,522,13.65,Premium,1,1.0
user_02036,22.0,Female,Laptop,True,196,0.0,0.0,0.0,12,735.6,54.050000000000004,0.0,0.0,0.468,0,0.0,0.0,0.0,0.0,228,1.31,Basic,2,1.0
user_01787,41.0,Male,Tablet,True,254,0.0,0.0,0.0,7,464.8,64.42857142857142,0.0,0.25,0.4435,0,0.0,0.0,4.0,0.8414999999999999,296,7.19,Premium,2,1.0
user_02766,41.0,Female,Desktop,True,210,0.0,0.0,0.0,7,508.1,67.31428571428572,0.0,0.0,0.5625,0,0.0,0.0,5.0,0.908,237,6.82,Premium,2,1.0
user_07452,33.0,Male,Gaming Console,True,146,0.0,0.0,0.0,8,505.3999999999999,42.9125,0.0,0.16666666666666669,0.6275000000000001,0,0.0,0.0,0.0,0.0,677,8.27,Premium,0,1.0
user_02519,30.0,Male,Laptop,True,152,0.0,0.0,0.0,8,373.2,43.175000000000004,0.0,0.14285714285714285,0.5177142857142858,0,0.0,0.0,0.0,0.0,551,3.8,Standard,2,1.0
user_02803,37.0,Male,Laptop,True,91,0.0,0.0,0.0,10,1073.7,60.709999999999994,0.0,0.0,0.43333333333333335,0,0.0,0.0,0.0,0.0,853,20.12,Standard,3,1.0
user_08772,30.0,Female,Desktop,True,180,0.0,0.0,0.0,8,554.1999999999999,55.362500000000004,0.0,0.25,0.6285000000000001,0,0.0,0.0,0.0,0.0,731,11.07,Premium+,2,1.0
user_09420,12.0,Female,Desktop,False,120,0.0,0.0,0.0,9,490.40000000000003,46.022222222222226,0.0,0.0,0.27349999999999997,0,0.0,0.0,4.0,0.7070000000000001,395,4.43,Basic,0,1.0
user_05327,4.0,Female,Tablet,True,89,0.0,0.0,0.0,6,351.7,47.8,0.0,0.33333333333333337,0.5650000000000001,0,0.0,0.0,0.0,0.0,272,13.22,Standard,0,1.0
user_06843,40.0,Female,Tablet,True,135,0.0,0.0,0.0,13,1727.7,54.36923076923076,0.0,0.0,0.398,0,0.0,0.0,3.0,0.569,335,9.31,Premium,1,1.0
user_05827,39.0,Male,Desktop,True,141,0.0,0.0,0.0,13,1127.4,51.87692307692308,0.0,0.0,0.41719999999999996,0,0.0,0.0,3.6,0.5367999999999999,155,9.68,Premium+,1,1.0
user_05550,39.0,Unknown,Gaming Console,True,107,0.0,0.0,0.0,8,481.4,59.0125,0.0,0.0,0.44675,0,0.0,0.0,4.0,0.5665,701,11.73,Basic,3,1.0
user_00622,24.0,Female,Mobile,True,180,0.0,0.0,0.0,7,309.7,46.18571428571429,0.0,0.0,0.7033333333333334,0,0.0,0.0,0.0,0.0,1025,21.52,Premium,2,1.0
user_05046,35.0,Male,Tablet,True,65,0.0,0.0,0.0,7,516.3,49.82857142857143,0.0,0.0,0.6534000000000001,0,0.0,0.0,3.0,0.532,173,15.56,Premium,3,1.0
user_07800,54.0,Male,Gaming Console,False,96,0.0,0.0,0.0,8,444.40000000000003,59.6375,0.0,0.0,0.497,0,0.0,0.0,3.0,0.419,488,18.02,Standard,3,1.0
user_08946,23.0,Female,Gaming Console,True,67,0.0,0.0,0.0,14,914.1,55.74999999999999,0.0,0.0,0.46585714285714286,0,0.0,0.0,4.25,0.6074999999999999,513,14.16,Basic,1,1.0
user_09344,38.0,Female,Laptop,True,169,0.0,0.0,0.0,6,643.2,74.43333333333332,0.0,0.0,0.6047142857142858,0,0.0,0.0,4.0,0.751,486,11.64,Standard,3,1.0
user_07663,33.0,Female,Laptop,True,235,0.0,0.0,0.0,7,288.4,33.74285714285715,0.0,0.0,0.3965,0,0.0,0.0,4.5,0.937,729,13.57,Standard,2,1.0
user_08204,48.0,Male,Laptop,True,79,0.0,0.0,0.0,12,670.3,49.56666666666667,0.0,0.16666666666666666,0.539,0,0.0,0.0,2.0,0.669,785,33.79,Standard,1,1.0
user_07329,30.0,Female,Smart TV,True,234,0.0,0.0,0.0,13,1666.5,56.58461538461538,0.0,0.0,0.598,0,0.0,0.0,4.0,0.6365000000000001,1247,14.85,Standard,2,1.0
user_03189,29.0,Male,Tablet,True,110,0.0,0.0,0.0,9,564.2,54.6,0.0,0.2,0.4558,0,0.0,0.0,5.0,0.669,178,31.2,Standard,3,0.996
user_09878,35.0,Male,Desktop,True,93,0.0,0.0,0.0,7,377.3,38.61428571428571,0.0,0.5,0.4718333333333334,0,0.0,0.0,3.6666666666666665,0.7533333333333333,514,14.16,Premium+,0,1.0
user_07763,57.0,Female,Laptop,True,73,0.0,0.0,0.0,10,444.9,29.019999999999996,0.0,0.25000000000000006,0.6035,0,0.0,0.0,4.0,0.795,458,12.72,Premium,0,1.0
user_05790,39.0,Female,Mobile,True,112,0.0,0.0,0.0,12,404.09999999999997,51.625,0.0,0.0,0.5137142857142858,0,0.0,0.0,4.5,0.793,450,42.99,Standard,1,1.0
user_03427,20.0,Unknown,Mobile,True,192,0.0,0.0,0.0,8,415.8,47.112500000000004,0.0,0.0,0.5277999999999999,0,0.0,0.0,0.0,0.0,481,20.75,Premium+,2,1.0
user_09480,16.0,Male,Smart TV,True,130,0.0,0.0,0.0,4,232.0,54.1,0.0,0.0,0.8290000000000001,0,0.0,0.0,5.0,0.821,944,39.04,Basic,2,1.0
user_09665,42.0,Female,Smart TV,True,94,0.0,0.0,0.0,7,368.70000000000005,33.07142857142857,0.0,0.0,0.4545,0,0.0,0.0,0.0,0.0,573,5.88,Basic,0,1.0
user_02080,42.0,Male,Tablet,False,101,0.0,0.0,0.0,9,431.79999999999995,55.266666666666666,0.0,0.0,0.4516,0,0.0,0.0,0.0,0.0,825,3.16,Premium,3,1.0
user_04177,39.0,Male,Gaming Console,False,79,0.0,0.0,0.0,9,548.0999999999999,52.8,0.0,0.0,0.408,0,0.0,0.0,4.0,0.887,810,21.11,Basic,3,1.0
user_09155,43.0,Prefer not to say,Mobile,True,234,0.0,0.0,0.0,11,603.5000000000001,47.56363636363636,0.0,0.0,0.5833999999999999,0,0.0,0.0,3.0,0.421,1195,38.83,Standard,2,1.0
user_02810,46.0,Female,Smart TV,True,89,0.0,0.0,0.0,12,714.9000000000001,47.21666666666666,0.0,0.0,0.6125,0,0.0,0.0,3.5,0.6655,863,5.95,Premium,1,1.0
